Country,Region,DataYear,ClassGrade,Gender,Ageyears,Handed,Height_cm,Footlength_cm,Armspan_cm,Languages_spoken,Travel_to_School,Travel_time_to_School,Reaction_time,Score_in_memory_game,Favourite_physical_activity,Importance_reducing_pollution,Importance_recycling_rubbish,Importance_conserving_water,Importance_saving_energy,Importance_owning_computer,Importance_Internet_access,Left_Footlength_cm,Longer_foot,Index_Fingerlength_mm,Ring_Fingerlength_mm,Longer_Finger_Lefthand,Birth_month,Favorite_Season,Allergies,Vegetarian,Favorite_Food,Beverage,Favorite_School_Subject,Sleep_Hours_Schoolnight,Sleep_Hours_Non_Schoolnight,Home_Occupants,Home_Internet_Access,Communication_With_Friends,Text_Messages_Sent_Yesterday,Text_Messages_Received_Yesterday,Hanging_Out_With_Friends_Hours,Talking_On_Phone_Hours,Doing_Homework_Hours,Doing_Things_With_Family_Hours,Outdoor_Activities_Hours,Video_Games_Hours,Social_Websites_Hours,Texting_Messaging_Hours,Computer_Use_Hours,Watching_TV_Hours,Paid_Work_Hours,Work_At_Home_Hours,Schoolwork_Pressure,Planned_Education_Level,Favorite_Music,Superpower,Preferred_Status,Role_Model_Type,Charity_Donation
USA,CA,2013,"7         ",Female,12,Left-Handed,161,23.5,151,1,Car,30,0.516,43,Soccer,800,900,600,500,1000,1000,23.5,"Same length",80,70,"Index finger",September,Summer,No,No,Poultry,Juice,"Physical education",10,12,4,"Yes - broadband connection","Text messaging",3,5,5,2,3,1,3,1,4,3,3,2,0,1,Some,"Graduate degree",Pop,Fly,Healthy,Friend,Health
USA,MA,2015,"8         ",Female,14,Left-Handed,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,OH,2015,"8         ",Female,14,Right-Handed,163,23,160,1,Bus,5,0.53,73,Athletics,1000,1000,1000,1000,50,50,24,"Left foot",80,85,"Ring finger",January,Summer,Yes,No,Desserts,Milk,Science,7,10,4,"Yes - broadband connection","Text messaging",7,8,7,.5,2,10,40,0,1,20,5,8,0,0,"A lot",Other,Pop,Telepathy,Happy,"Doctor or nurse","Wildlife, animals"
USA,CA,2013,"7         ",Female,12,Right-Handed,159,20,146,1,Car,20,0.484,47,"Martial Arts",1000,900,1000,900,500,500,20,,65,70,"Ring finger",April,Summer,No,No,Seafood,Water,"Mathematics and statistics",9,7,4,"Yes - broadband connection","Cell phone",4,5,5,1,3,1,3,1,0,1,1,1,0,2,Some,"Graduate degree",Pop,Telepathy,Happy,"Business person","International aid"
USA,NC,2013,"8         ",Female,13,Right-Handed,159,22.5,166.1,2,Bus,10,.571,48,Soccer,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,GA,2011,"6         ",Female,11,Right-Handed,157,21,154,1,Car,4,0.328,27,Lacrosse,300,300,300,,1000,1000,21,"Same length",70,65,"Index finger",May,Fall,No,No,Meat,"Soft drink (non-caffeinated)","Physical education",9,11,4,"Yes - broadband connection","In person",78,83,9,.5,7,8,11,0,0,4,2,3,3.5,5,Some,"Undergraduate degree",Country,Fly,Happy,"Religious figure",Religious
USA,MA,2012,"7         ",Female,12,Right-Handed,160,25.5,158,1,Car,6,.251,30,Walking/Hiking,500,700,250,800,500,900,22,"Right foot",115,72,"Ring finger",November,Winter,No,No,"No favorite",Water,Art,6,9,3,"Yes - broadband connection",E-mail,0,0,7,0,5,6,7,2,3,0,12,0,0,5,"Very little","Graduate degree","Heavy metal",Fly,Happy,Teacher,Health
USA,IL,2015,"6         ",Female,12,Right-Handed,65,25,165,1,Car,3,0.385,30,Gymnastics,840,925,989,1000,1000,1000,26,"Left foot",70,,,October,Spring,No,No,Meat,Water,Art,8.5,9.5,7,"Yes - broadband connection","Text messaging",10,15,2,1,5,6,1,0,.5,1,.5,3,2,2,Some,"Graduate degree",Pop,Telepathy,Rich,Teacher,Religious
USA,MD,2013,"7         ",Female,13,Left-Handed,165,23,161,1,Bus,10,.39,49,Running/Jogging,497,492,947,973,450,450,26,"Same length",70,80,"Ring finger",November,Summer,No,No,Salads,"Soft drink (caffeinated)","Physical education",8,10,8,"Yes - broadband connection","Text messaging",300,350,10,20,2,4,10,1,1,3,1,2,0,0,None,"Graduate degree",Other,Invisibility,Happy,"Doctor or nurse","Wildlife, animals"
USA,WI,2016,"7         ",Female,12,Right-Handed,158,23,164,1,Bus,10,0.673,52,Soccer,654,342,594,519,308,782,23,"Same length",80,70,"Index finger",March,Summer,Yes,No,Meat,Water,English,8,10,3,"Yes - other","Myspace, Facebook, other social networking sites, or blog",3,4,4,2,1,8,8,0,3,1,1,2,0,1,"Very little","Undergraduate degree",Pop,Invisibility,Happy,"Sports person",Health
USA,WI,2014,"8         ",Female,14,Right-Handed,62,24.5,170,1,Car,5,0.775,60,Dancing,800,800,800,400,50,900,24,"Right foot",70,70,"Same length",December,Summer,Yes,No,"Rice/Noodle dishes",Milk,History,7,10,5,"Yes - broadband connection","Cell phone",100,100,7,3,1,1,3,0,14,14,14,0,0,1,Some,"Graduate degree",Country,Invisibility,Happy,Relative,Health
USA,OH,2015,"8         ",Female,13,Right-Handed,165.1,24.13,166,2,Bus,30,.49,46,Baseball/Softball,100,100,100,10,10,1000,24.13,"Same length",75,75,"Same length",July,Summer,Yes,No,Meat,Water,"Mathematics and statistics",8,12,8,"Yes - other","Text messaging",50,50,50,50,5,50,50,0,10,10,20,3,0,2,"Very little","Graduate degree",Pop,Invisibility,Happy,Relative,"International aid"
USA,CO,2014,"7         ",Female,13,Left-Handed,157,22,157,1.5,Car,5,0.58,61,Athletics,900,900,800,800,100,100,22,"Same length",65,70,"Ring finger",November,Spring,No,No,Poultry,Water,Music,9,11,4,"Yes - broadband connection","Text messaging",7,7,6,2,4,2,4,2,6,1,5,9,0,1,Some,"Undergraduate degree",Pop,Invisibility,Happy,"Musician or singer","Wildlife, animals"
USA,WI,2015,"7         ",Female,12,Right-Handed,156,25,153,1,Car,15,0.37,40,Other,1000,1000,999,995,996,0,23,"Right foot",75,71,"Index finger",April,Fall,No,No,"No favorite",Milk,Art,8.5,11,5,"Yes - other","Text messaging",,,25,1,2.5,.5,7,.1,0,11,2,8,0,2.5,Some,Other,Other,Fly,Healthy,Other,"Wildlife, animals"
USA,CA,2015,"8         ",Female,12,Right-Handed,157.4,25.1,157.4,2,Car,25,.4333,41,Soccer,888,781,10000,203,10000,642,25,"Right foot",800,798,"Index finger",April,Summer,Yes,No,"Rice/Noodle dishes",Coffee,"Mathematics and statistics",5,10,5,"Yes - other","Internet chat or instant messaging",100,120,3,,,,,,,,,,,,,,,,,,
USA,IN,2016,"8         ",Female,14,Right-Handed,58.6,24,60.4,2,Bus,10,.339,45,Walking/Hiking,660,500,550,700,2,0,23.8,"Right foot",66,59,"Index finger",August,Spring,No,No,Pizza/Pasta,Water,"Mathematics and statistics",10,8,5,"No internet connection","In person",0,0,2.5,0,5,8,3,0,0,0,2,0,0,3,None,"Less than high school",Country,Telepathy,Happy,"Community leader or elder",Religious
USA,RI,2013,"6         ",Female,12,Right-Handed,150,26,153,1,Bus,"5 ",0.42,33,Baseball/Softball,1000,1000,1000,1000,500,500,24,"Right foot",100,100,"Same length",January,Summer,Yes,No,Other,Water,"Mathematics and statistics","9 ","8 ",3,"Yes - other",,7,5,2,1,6,14,4,1,1,1,1,1,0,1,"Very little","Graduate degree",Pop,Telepathy,Happy,"Doctor or nurse","Arts, culture, sports"
USA,OH,2016,"8         ",Female,13,Right-Handed,163,23.5,153,3,Car,12,0.576,61,None,,,,,,,,,85,75,"Ring finger",May,Winter,No,No,"Rice/Noodle dishes",Coffee,History,4,12,4,,"Text messaging",200,200,38,7,15,40,3,8,50,50,78,8,15,"30 ","Very little",Other,"Rap/Hip hop",Telepathy,Happy,"Religious figure","Education/Youth development"
USA,CA,2015,"6         ",Female,11,Right-Handed,160,22,160,1,Car,7,0.482,67,Swimming,500,500,700,700,700,650,23,"Left foot",70,70,"Same length",September,Winter,No,No,Desserts,Water,"Physical education",8,11,5,"Yes - broadband connection","Text messaging",0,0,9,0,5.5,6,6,3,.5,.5,4,4,0,12,Some,"Graduate degree",Country,,Healthy,Relative,"Wildlife, animals"
USA,CA,2014,"6         ",Female,12,Left-Handed,149,22,66,1,Car,5,0.34,35,Soccer,1000,909,818,615,0,21,22,"Left foot",77,82,"Ring finger",January,Winter,No,No,"Rice/Noodle dishes",Water,Science,7,9,5,"Yes - broadband connection","In person",0,0,30,1,30,28,9,30,1,0,50,2,0,2,Some,"Graduate degree",Other,"Freeze time",Happy,Relative,"International aid"
USA,RI,2013,"6         ",Female,12,Right-Handed,153,21,160,1,Bus,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,CA,2016,"7         ",Female,13,Right-Handed,154.9,10,156,1,Car,23,0.381,36,None,476,594,513,508,797,1000,23,"Same length",75,80,"Ring finger",March,Winter,No,No,"Rice/Noodle dishes",Water,Music,8,5,4,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",5,2,5,0.2,4,1,5,8,11,3,20,1,0,2,"Very little","Graduate degree",Other,"Freeze time",Happy,"Musician or singer",Other
USA,CT,2015,"6         ",Female,12,Right-Handed,,24,163,2,Bus,"25 ",0.44,42,Soccer,1000,1000,1000,1000,96,695,24,"Same length",64,70,"Ring finger",September,Summer,No,No,Pizza/Pasta,Water,Music,9,8,4,"Yes - broadband connection","Text messaging",4,5,1,2,6,8,3,1,1,4,5,2,1,5,Some,"Graduate degree",Other,"Super strength",Healthy,Relative,Health
USA,IL,2016,"6         ",Female,12,Right-Handed,158,24,147,2,Car,5,0.392,46,"Football (American)",500,900,200,400,0,0,23,"Right foot",7,8,"Ring finger",January,Fall,No,No,Meat,"Sports drink",Languages,7,10,6,"Yes - broadband connection","Cell phone",500,500,30,3,5,10,12,1,40,24,168,0,6,7,Some,"Undergraduate degree","Rap/Hip hop",Fly,Healthy,Friend,"Wildlife, animals"
USA,IN,2015,"8         ",Female,13,Right-Handed,175,26,155,1,Bus,10,,,Baseball/Softball,,,,,,,,,,,,June,Summer,No,No,Poultry,Water,Art,7,10,4,"Yes - broadband connection","In person",10,10,40,1,0,5,50,3,160,150,150,2,0,4,"Very little","Undergraduate degree","Rap/Hip hop",Telepathy,Happy,Relative,Health
USA,MI,2015,"6         ",Female,11,Right-Handed,155,12,60,1,Car,10,0.405,43,Basketball,889,900,997,1000,225,300,12,"Same length",6,7,"Ring finger",October,Fall,Yes,No,Fruit,Water,"Mathematics and statistics",9,10,4,"Yes - other","In person",5,6,2,1,4,5,3,1,0,1,1,1,1,7,"Very little","Graduate degree","Rap/Hip hop",Invisibility,Happy,Relative,"International aid"
USA,CA,2015,"8         ",Female,14,Right-Handed,162.5,274.3,165.5,1,Car,15,0.637,42,Swimming,999,1000,1000,0,0,1000,247.5,"Same length",,,"Ring finger",July,Summer,No,No,"Rice/Noodle dishes",Water,Art,8,10,3,"Yes - other","Internet chat or instant messaging",54,48,5,2,2,4,1,0,6,7,6,4,0,3,"A lot",Other,"Rap/Hip hop",Fly,Happy,Other,Other
USA,IN,2016,"8         ",Female,13,Right-Handed,68,23.2,168,1,Car,15,.311,33,Dancing,535,449,690,786,230,465,23.2,"Same length",82,75,"Index finger",June,Fall,Yes,No,"No favorite","Powdered drink",English,8,10,5,"Yes - other","In person",7,53,4,1,5,5,3,4,4,3,4,2,0,3,"A lot","Graduate degree",Other,Fly,Healthy,Other,Health
USA,WI,2014,"7         ",Female,12,Right-Handed,157,24,155,1,Bus,20,0.525,45,Basketball,1000,1000,701,802,604,909,23,"Right foot",80,83,"Ring finger",April,Fall,Yes,No,Meat,Water,"Social studies",9,10,5,"Yes - other","Internet chat or instant messaging",0,0,79,1,5.5,40,90,0,25,75,25,10,12,15,"Very little","Graduate degree",Pop,Telepathy,Happy,Relative,Health
USA,CA,2015,"6         ",Female,11,Ambidextrous,151,26,146,1,Bicycle,7,1.5,30,Dancing,999,999,1000,899,1,5,24,"Right foot",70,65,"Index finger",July,Summer,Yes,No,Desserts,Water,Science,9,8,6,"Yes - other","Cell phone",0,0,4,4,9,9,4,6,2,1,8,6,0,4,"A lot",Other,Country,Fly,Happy,Relative,Environment
USA,CT,2015,"6         ",Female,12,Right-Handed,108,24,126,1,Car,5,0.612,53,Swimming,1000,503,374,406,91,551,21,"Right foot",70,70,"Same length",June,Summer,No,No,Desserts,"Soft drink (caffeinated)","Mathematics and statistics",7,6,6,"Yes - dial-up connection","Text messaging",25,25,20,15,67,09,67,34,75,85,96,45,69,23,"A lot","Graduate degree","Rap/Hip hop",Telepathy,Happy,Teacher,Health
USA,IL,2016,"6         ",Female,12,Right-Handed,162,26,152,2,Bus,5,0.353,55,Basketball,1000,1000,1000,1000,551,754,25,"Right foot",8.5,9,"Ring finger",May,Summer,No,No,Pizza/Pasta,"Soft drink (non-caffeinated)",Science,8,7,7,"Yes - broadband connection","Internet chat or instant messaging",40,40,7,4,1,3,6,8,3,3,4,5,0,1,"A lot","Some college",Pop,"Freeze time",Famous,Relative,"Education/Youth development"
USA,PA,2015,"6         ",Female,11,Right-Handed,147,23,137,1,Bus,35,0.77,70,Gymnastics,200,200,500,700,1000,1000,23,"Same length",65,66,"Ring finger",April,Summer,Yes,No,Fruit,Juice,"Physical education",10,12,4,"Yes - other","Internet chat or instant messaging",100,100,10,5,2,5,12,0,12,12,12,12,0,0,Some,"Graduate degree",Pop,Invisibility,Healthy,Relative,"Wildlife, animals"
USA,NY,2015,"7         ",Female,12,Right-Handed,141,19,138,1,Car,4,0.777,41,Dancing,"706 ",421,556,626,225,342,19,"Same length",90,70,"Index finger",September,Spring,Yes,No,"No favorite","Sports drink",,11,12,8,"Yes - other",,0,0,0,0,1,6,2,0,0,0,0,8,0,2,Some,"Graduate degree",Country,Telepathy,Healthy,Other,Health
USA,NV,2014,"7         ",Female,12,Right-Handed,60,60,44,2,Car,15,0.577,43,Soccer,1000,401,1000,1000,674,684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,GU,2014,"8         ",Female,14,Left-Handed,164,23.5,161,3,Car,20,0.417,55,Athletics,1000,1000,1000,1000,1000,1000,24,"Left foot",70,65,"Index finger",June,Summer,Yes,No,"Rice/Noodle dishes",Water,Music,5,3,,,,,,,,,,,,,,,,,,,,,,,,
USA,DC,2010,"8         ",Female,12,Right-Handed,147,21.5,150,1,Car,15,0.531,39,Other,1000,250,1000,,300,250,22,"Left foot",6.5,6.5,"Same length",August,Fall,Yes,No,"No favorite",Juice,Art,6,10,2,"Yes - broadband connection","In person",40,60,37.5,,,,,,,,,,,,Some,"Graduate degree","Rap/Hip hop",Invisibility,Rich,"Musician or singer","Arts, culture, sports"
USA,CO,2015,"7         ",Female,13,Right-Handed,158,23,146,1,Bicycle,6,0.795,57,Swimming,800,650,500,500,700,850,23,"Same length",74,66,"Index finger",January,Fall,No,No,"No favorite",Milk,English,8,10,4,"Yes - broadband connection","Text messaging",3,5,1,1,4,6,2,8,1,1,10,2,0,2,Some,"Graduate degree",Country,"Freeze time",Healthy,Other,"International aid"
USA,CA,2016,"8         ",Female,13,Right-Handed,151,22,153,0,Car,15,0.449,59,Swimming,588,583,594,594,166,171,21,"Right foot",64,60,"Ring finger",October,Summer,Yes,No,Pizza/Pasta,Water,Science,8,11,8,"Yes - other","Text messaging",12,15,,,1,9,,2,,,,10,,,Some,"High school","Rock and roll",Invisibility,Famous,"Musician or singer",Health
USA,CA,2015,"6         ",Female,11,Right-Handed,164,24,165,1,Bicycle,"13 ",0.426,36,,913,913,913,913,13,13,24,"Same length",7.3,7,"Index finger",April,Spring,No,No,Pizza/Pasta,Tea,"Physical education","9.5 ",11,4,"Yes - broadband connection",E-mail,13,13,7,.13,10,7,13,0,0,.05,6,2,3,0,None,"Graduate degree",Pop,Telepathy,Happy,Actor,Other
USA,CA,2015,"6         ",Female,11,Right-Handed,143,22,140,2,Car,4,,,Basketball,,,,,,,23,"Left foot",3,3,"Same length",June,Summer,No,No,Seafood,Water,Art,8,11,6,"Yes - other","Internet chat or instant messaging",20,30,"6 ",2,2,2,1,5,2,9,4,2,0,3,"A lot","Graduate degree",Pop,Invisibility,Happy,Friend,"Arts, culture, sports"
USA,IN,2016,"8         ",Female,13,Right-Handed,167,25,73.7,1,Car,15,0.501,48,Dancing,100,100,100,100,1000,1000,25,"Same length",90,80,"Index finger",October,Fall,No,No,Desserts,Juice,Art,7,10,4,"Yes - broadband connection","Text messaging",10,15,50,10,165,10,6,5,160,100,50,70,0,2,Some,"Graduate degree",Pop,Telepathy,Rich,"Doctor or nurse",Health
USA,WI,2016,"7         ",Female,12,Right-Handed,164,24,170,1,Car,15,.367,50,Gymnastics,3,100,200,900,950,1000,24,"Same length",11,10,"Index finger",July,Summer,Yes,No,"No favorite",Water,"Social studies",9,7,3,"Yes - broadband connection","Text messaging",30,150,1,1,1,50,20,0,5,8,50,6,8,12,Some,"Graduate degree",Pop,Fly,Healthy,Relative,Health
USA,CA,2015,"8         ",Female,14,Right-Handed,162.5,17.78,162.5,2,Car,6,0.465,45,Soccer,701,503,620,888,947,1000,6.98,"Same length",,,"Ring finger",January,Spring,No,No,Pizza/Pasta,"Soft drink (non-caffeinated)",Art,10,8,5,"Yes - broadband connection","Internet chat or instant messaging",,,,,2,,,1,4,2,5,1,,,Some,"Graduate degree","Rap/Hip hop",Telepathy,Happy,Actor,"International aid"
USA,CA,2011,"6         ",Female,11,Right-Handed,164,25,149,2,Bus,15,0.319,43,Soccer,642,273,444,,5,16,25,"Same length",67,73,"Ring finger",May,Winter,No,No,Meat,Water,English,10,11,4,"Yes - broadband connection",E-mail,0,0,5,0.2,3,11,7,1,1,3,3,5,0,0.5,"Very little","Graduate degree","Rap/Hip hop",Telepathy,Happy,Relative,"International aid"
USA,WI,2013,"8         ",Female,13,Right-Handed,160,23,34.5,2,Bus,15,.219,26,Other,1000,1000,1000,1000,2,2,23,"Same length",7.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,NY,2013,"8         ",Female,13,Right-Handed,168,23,168,1,Bus,5,0.368,50,Other,112,144,203,134,1000,1000,23,"Same length",75,80,"Ring finger",March,Summer,Yes,No,Desserts,Water,Music,7,9,4,"Yes - broadband connection","Text messaging",150,150,8,0,17,3,2,3,20,20,20,5,0,1,"A lot","Graduate degree",Pop,"Freeze time",Happy,"Musician or singer",Health
USA,OH,2012,"7         ",Female,12,Right-Handed,160,24,162,2,Car,25,.35,57,Dancing,1,1,1,0,100,100,24,"Right foot",93,99,"Ring finger",February,Fall,Yes,No,"Rice/Noodle dishes",Tea,Other,6,10,4,"Yes - broadband connection","Text messaging",100,120,100,1,25,20,8,0,16,100,60,8,0,1,"A lot","Graduate degree",Pop,"Freeze time",Happy,Friend,Religious
USA,CO,2015,"8         ",Female,13,Right-Handed,168,24,165,2,Walk,14,0.802,43,Swimming,900,700,600,800,600,900,24,"Same length",67,70,"Ring finger",January,Summer,Yes,No,Soups,Tea,Art,7,10,4,"Yes - other","Internet chat or instant messaging",10,7,30,0,4,7,1,20,7,4,28,1,0,5,Some,"Graduate degree",Pop,Fly,Happy,Friend,"Wildlife, animals"
USA,MI,2015,"6         ",Female,12,Right-Handed,54,20,180,2,Car,12,0.512,45,"Table Tennis",1000,1000,1000,1000,999,999,24,"Left foot",60,60,"Same length",January,Summer,No,No,Desserts,Tea,Art,8,6,6,"Yes - other",E-mail,0,0,4,0,1,2,1,1,2,2,4,0,0,1,Some,"Graduate degree",Other,Fly,Happy,Other,"Wildlife, animals"
USA,AZ,2016,"6         ",Female,11,Right-Handed,150,,159,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,FL,2015,"7         ",Female,12,Right-Handed,155,80,"160 ",1,Car,15,0.772,56,Lacrosse,500,850,400,300,1000,1000,9,"Left foot",250,300,"Ring finger",August,Fall,Yes,No,Desserts,Coffee,"Social studies","7 ",13,4,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",15,"7 ",9,3,12,34,6,5,24,13,48,15,0,13,Some,"Graduate degree",Pop,Invisibility,Happy,"Musician or singer","Wildlife, animals"
USA,OH,2014,"6         ",Female,12,Right-Handed,150,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,MD,2014,"7         ",Female,13,Right-Handed,155,22,78,1,Bus,15,0.471,53,Dancing,0,0,380,37,850,690,77,"Right foot",69,80,"Index finger",April,Summer,Yes,No,Poultry,Tea,"Physical education",8,3,5,"Yes - other","Text messaging",30,40,10,8,1,8,0,0,35,0,42,42,0,1,"A lot","Graduate degree","Rap/Hip hop",Invisibility,Rich,Other,"International aid"
USA,OH,2015,"8         ",Female,14,Right-Handed,165.1,210,600,1,Car,5,0.416,37,Soccer,500,400,250,250,600,900,210,"Same length",75,70,"Index finger",October,Fall,Yes,No,Meat,"Energy drink",Art,4,12,3,"Yes - other","Text messaging",1000,1150,10,0,1,3,5,90,2,6,20,0,0,0,Some,,"Heavy metal",Fly,Rich,"Sports person","Arts, culture, sports"
USA,OH,2016,"7         ",Female,13,Right-Handed,172,24,170,1,Walk,5,.401,44,Other,100,1000,12,12,1000,1000,24,"Same length",7,8,"Ring finger",October,Summer,Yes,No,Fruit,"Energy drink",Art,7,10,7,"Yes - other","Text messaging",300,300,10,2,5,7,15,0,2,4,2,0,0,0,"A lot","Graduate degree",Pop,Fly,Happy,Relative,"Wildlife, animals"
USA,TN,2016,"6         ",Female,12,Right-Handed,175,32,149,1,Car,"30 ","62 ",42,Baseball/Softball,1000,1000,1000,1000,0,0,32,"Same length",8,8,"Same length",January,Summer,No,No,Pizza/Pasta,"Powdered drink",Other,10,6,5,"No internet connection","Cell phone",2,7,"8 ",1,"1 ",24,8,"8 ",7,3,0,3,1,2,Some,"Graduate degree",Country,"Super strength",Healthy,"Musician or singer","Arts, culture, sports"
USA,GA,2011,"6         ",Female,11,Right-Handed,168,25,168,1,Bus,10,.405,40,Baseball/Softball,1000,900,1000,,1000,1000,25,"Same length",75,83,"Ring finger",October,Winter,Yes,No,Meat,"Sports drink",Art,10,12,5,"Yes - broadband connection",E-mail,0,0,6,7,5,6,8,2,3,5,6,8,2,4,Some,"Graduate degree",Pop,Invisibility,Happy,Actor,"Education/Youth development"
USA,CO,2016,"7         ",Female,12,Right-Handed,168,27,162,1,Bus,10,0.782,54,Baseball/Softball,100,100,500,600,200,400,27,"Same length",90,80,"Index finger",March,Summer,No,No,Pizza/Pasta,Milk,"Social studies",9,11,4,"Yes - broadband connection","Text messaging",7,8,5,1,7,8,15,0,1,2,3,2,1,4,Some,"Graduate degree",Pop,Fly,Happy,Relative,Health
USA,CO,2015,"8         ",Female,12,Right-Handed,155,23,155,1,Car,8,0.725,35,Gymnastics,925,800,900,800,50,50,23,"Same length",63,63,"Same length",May,Spring,Yes,No,Meat,Milk,English,6,10,5,"Yes - broadband connection","Text messaging",0,1,0,0,9.5,0,20,0,0,0.75,3,1,0,1,"A lot","Graduate degree",Pop,Fly,Happy,"Sports person","Wildlife, animals"
USA,CO,2015,"8         ",Female,13,Right-Handed,159,24,153,2,Car,5,.652,51,Other,500,500,500,500,400,500,23,"Right foot",67,67,"Same length",January,Fall,Yes,No,Breads/Sandwiches,Water,Other,9,9,4,"Yes - other","In person",0,4,8,1,5,5,4,4,4,2,6,7,20,8,"A lot","Graduate degree",Other,"Freeze time",Happy,Actor,"Arts, culture, sports"
USA,CA,2015,"8         ",Female,13,Right-Handed,165,25,154,2,Car,15,0.36,57,Other,1000,900,1000,400,700,600,24.40,"Right foot",63.5,64.3,"Same length",August,Winter,No,No,Meat,Water,"Physical education",6,12,7,"Yes - other","In person",0,3,30,1,8,4,9,0,10,3,10,10,0,2,"A lot","Graduate degree","Rap/Hip hop","Freeze time",Rich,Friend,"Wildlife, animals"
USA,CA,2015,"6         ",Female,10,Right-Handed,56,22,135,2,Car,"2 ",50,"31 ",Swimming,50,1000,1000,1000,1000,1000,23,"Same length",5.5,55,"Same length",November,Winter,No,Yes,Breads/Sandwiches,Water,"Computers and technology",8,6,10,"Yes - dial-up connection","Text messaging",30,31,15,0,30,15,15,0,0,15,15,60,0,15,"Very little","Graduate degree",Jazz,Invisibility,Healthy,Actor,Health
USA,WA,2016,"6         ",Female,12,Right-Handed,1.65,25,172,2,Car,30,0.847,"62 ",Soccer,1000,1000,1000,1000,1000,10002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,OH,2014,"6         ",Female,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,MT,2015,"6         ",Female,11,Right-Handed,156,24,156,2,Walk,15,.396,46,Soccer,513,406,406,513,492,492,25,"Same length",104,70,"Index finger",September,Summer,No,No,"No favorite",Water,Art,8,9,4,"Yes - broadband connection","In person",0,0,8,0,3,25,7,1,0,0,1.5,7,0,1,Some,"Graduate degree",Gospel,Fly,Happy,Teacher,Religious
USA,OH,2014,"6         ",Female,11,Right-Handed,154,25,150,1,Bus,,.364,47,Soccer,1000,813,1000,813,21,21,22,"Right foot",6,6.5,"Ring finger",April,Spring,Yes,No,Fruit,Water,Art,10,8,4,"Yes - other","In person",0,0,60,0,39,6,3,0,0,0,10,7,0,2,Some,"Graduate degree",Other,Fly,Happy,Relative,"International aid"
USA,IN,2016,"8         ",Female,13,Right-Handed,168,22,170.3,2,Bus,30,0.475,34,Skateboarding/Rollerblading,100,100,100,100,1000,1000,22,"Same length",93,104,"Ring finger",January,Summer,No,No,Pizza/Pasta,Tea,Art,8,12,4,"No internet connection","Cell phone",0,30,18,3,1,2,0,12,12,24,72,12,0,0,Some,"Less than high school","Punk rock",Telepathy,Famous,Actor,Other
USA,CA,2013,"7         ",Female,12,Ambidextrous,155,23,142,2,Walk,1,0.188,39,Dancing,,,,,,,23.5,"Left foot",75,80,"Ring finger",July,Summer,No,No,Meat,"Powdered drink","Physical education",9,13,3,"Yes - broadband connection","Text messaging",0,0,9,1,8,10,5,0,510,,,,,,,,,,,,
USA,CA,2015,"6         ",Female,12,Right-Handed,169,22,159,1,Car,3,.45,36,Dancing,487,802,1000,674,374,449,23,"Left foot",7.5,7,"Index finger",March,Summer,No,No,Desserts,Water,"Mathematics and statistics",9,8,5,"Yes - other","Text messaging",50,40,2,1,6,8,12,0,3,10,7,6,0,3,None,"Graduate degree",Pop,Telepathy,Happy,Teacher,Health
USA,IL,2014,"6         ",Female,13,Right-Handed,155,23,151,500,Bus,5,2.672,37,Gymnastics,1000,1000,1000,561,1000,107,23,"Same length",58,90,"Ring finger",May,Summer,Yes,No,Fruit,Milk,"Physical education",930,5,3,"Yes - broadband connection","Cell phone",10,10,10,10,10,20,10,5,5,10,5,10,10,20,"Very little","Some college",Country,"Super strength",Healthy,Relative,"Wildlife, animals"
USA,GU,2014,"6         ",Female,12,Right-Handed,158,23,160,2,Car,5,0.65,48,Basketball,100,500,1000,1000,100,500,24,"Left foot",80,70,"Index finger",February,Summer,No,No,"No favorite",Water,"Physical education",7,10,6,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",0,0,3,0,2,5,2,1,1,0,2,8,0,3,,"Some college","Rap/Hip hop",Telepathy,Happy,Relative,"International aid"
USA,MO,2012,"8         ",Female,14,Left-Handed,161.1,25,161.1,2,Car,10,.407,37,Swimming,444,155,5,214,1000,1000,25,"Same length",75,80,"Ring finger",February,Summer,Yes,No,Desserts,"Soft drink (caffeinated)","Physical education",5,13,6,"Yes - other","In person",0,0,4,0,0,,,,,,,,,,,,,,,,
